s	0.7407650216275332	
s	0.7407650216275332	
s	0.7505448796718925	
s	0.7517979760201738	
n	0.7517979760201738	
c	0.8636578568683816	
s	0.8636578568683816	
n	0.8636578568683816	
s	0.9942586020920142	
s	0.9942586020920142	
n	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
n	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
c	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
n	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
s	0.9942586020920142	
n	0.9942586020920142	
n	0.9942586020920142	
s	0.9942586020920142	
c	0.9942586020920142	
s	0.9942586020920142	
l	0.9942586020920142	
s	0.9942586020920142	
